source,country,keyword_or_domain,data_type,date,trend_index,search_volume,cpc,estimated_traffic,traffic_source,backlinks,referring_domains,ranking_position,update_time,source_url,is_partial,google_trends_timestamp
Google Trends,GLOBAL,travel cosmetic bag,keyword,2026-03-28,16.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-28T16:00:00
Google Trends,GLOBAL,insulated lunch bag,keyword,2026-03-28,13.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-28T17:00:00
Google Trends,GLOBAL,travel cosmetic bag,keyword,2026-03-28,19.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-28T17:00:00
Google Trends,GLOBAL,insulated lunch bag,keyword,2026-03-28,14.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-28T18:00:00
Google Trends,GLOBAL,travel cosmetic bag,keyword,2026-03-28,18.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-28T18:00:00
Google Trends,GLOBAL,insulated lunch bag,keyword,2026-03-28,16.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-28T19:00:00
Google Trends,GLOBAL,travel cosmetic bag,keyword,2026-03-28,11.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-28T19:00:00
Google Trends,GLOBAL,insulated lunch bag,keyword,2026-03-28,11.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-28T20:00:00
Google Trends,GLOBAL,travel cosmetic bag,keyword,2026-03-28,18.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-28T20:00:00
Google Trends,GLOBAL,insulated lunch bag,keyword,2026-03-28,15.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-28T21:00:00
Google Trends,GLOBAL,travel cosmetic bag,keyword,2026-03-28,25.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-28T21:00:00
Google Trends,GLOBAL,insulated lunch bag,keyword,2026-03-28,18.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-28T22:00:00
Google Trends,GLOBAL,travel cosmetic bag,keyword,2026-03-28,24.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-28T22:00:00
Google Trends,GLOBAL,insulated lunch bag,keyword,2026-03-28,26.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-28T23:00:00
Google Trends,GLOBAL,travel cosmetic bag,keyword,2026-03-28,23.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-28T23:00:00
Google Trends,GLOBAL,insulated lunch bag,keyword,2026-03-29,15.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-29T00:00:00
Google Trends,GLOBAL,travel cosmetic bag,keyword,2026-03-29,22.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-29T00:00:00
Google Trends,GLOBAL,insulated lunch bag,keyword,2026-03-29,27.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-29T01:00:00
Google Trends,GLOBAL,travel cosmetic bag,keyword,2026-03-29,28.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-29T01:00:00
Google Trends,GLOBAL,insulated lunch bag,keyword,2026-03-29,26.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-29T02:00:00
Google Trends,GLOBAL,travel cosmetic bag,keyword,2026-03-29,31.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-29T02:00:00
Google Trends,GLOBAL,insulated lunch bag,keyword,2026-03-29,18.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-29T03:00:00
Google Trends,GLOBAL,travel cosmetic bag,keyword,2026-03-29,29.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-29T03:00:00
Google Trends,GLOBAL,insulated lunch bag,keyword,2026-03-29,21.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-29T04:00:00
Google Trends,GLOBAL,travel cosmetic bag,keyword,2026-03-29,33.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-29T04:00:00
Google Trends,GLOBAL,insulated lunch bag,keyword,2026-03-29,17.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-29T05:00:00
Google Trends,GLOBAL,travel cosmetic bag,keyword,2026-03-29,47.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-29T05:00:00
Google Trends,GLOBAL,insulated lunch bag,keyword,2026-03-29,13.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-29T06:00:00
Google Trends,GLOBAL,travel cosmetic bag,keyword,2026-03-29,42.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-29T06:00:00
Google Trends,GLOBAL,insulated lunch bag,keyword,2026-03-29,14.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-29T07:00:00
Google Trends,GLOBAL,travel cosmetic bag,keyword,2026-03-29,32.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-29T07:00:00
Google Trends,GLOBAL,insulated lunch bag,keyword,2026-03-29,8.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-29T08:00:00
Google Trends,GLOBAL,travel cosmetic bag,keyword,2026-03-29,41.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-29T08:00:00
Google Trends,GLOBAL,insulated lunch bag,keyword,2026-03-29,12.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-29T09:00:00
Google Trends,GLOBAL,travel cosmetic bag,keyword,2026-03-29,40.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-29T09:00:00
Google Trends,GLOBAL,insulated lunch bag,keyword,2026-03-29,9.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-29T10:00:00
Google Trends,GLOBAL,travel cosmetic bag,keyword,2026-03-29,35.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-29T10:00:00
Google Trends,GLOBAL,insulated lunch bag,keyword,2026-03-29,13.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-29T11:00:00
Google Trends,GLOBAL,travel cosmetic bag,keyword,2026-03-29,24.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-29T11:00:00
Google Trends,GLOBAL,insulated lunch bag,keyword,2026-03-29,12.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-29T12:00:00
Google Trends,GLOBAL,travel cosmetic bag,keyword,2026-03-29,32.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-29T12:00:00
Google Trends,GLOBAL,insulated lunch bag,keyword,2026-03-29,10.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-29T13:00:00
Google Trends,GLOBAL,travel cosmetic bag,keyword,2026-03-29,24.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-29T13:00:00
Google Trends,GLOBAL,insulated lunch bag,keyword,2026-03-29,14.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-29T14:00:00
Google Trends,GLOBAL,travel cosmetic bag,keyword,2026-03-29,22.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-29T14:00:00
Google Trends,GLOBAL,insulated lunch bag,keyword,2026-03-29,19.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-29T15:00:00
Google Trends,GLOBAL,travel cosmetic bag,keyword,2026-03-29,20.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-29T15:00:00
Google Trends,GLOBAL,insulated lunch bag,keyword,2026-03-29,17.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-29T16:00:00
Google Trends,GLOBAL,travel cosmetic bag,keyword,2026-03-29,21.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-29T16:00:00
Google Trends,GLOBAL,insulated lunch bag,keyword,2026-03-29,15.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-29T17:00:00
Google Trends,GLOBAL,travel cosmetic bag,keyword,2026-03-29,11.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-29T17:00:00
Google Trends,GLOBAL,insulated lunch bag,keyword,2026-03-29,16.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-29T18:00:00
Google Trends,GLOBAL,travel cosmetic bag,keyword,2026-03-29,14.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-29T18:00:00
Google Trends,GLOBAL,insulated lunch bag,keyword,2026-03-29,22.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-29T19:00:00
Google Trends,GLOBAL,travel cosmetic bag,keyword,2026-03-29,12.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-29T19:00:00
Google Trends,GLOBAL,insulated lunch bag,keyword,2026-03-29,23.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-29T20:00:00
Google Trends,GLOBAL,travel cosmetic bag,keyword,2026-03-29,20.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-29T20:00:00
Google Trends,GLOBAL,insulated lunch bag,keyword,2026-03-29,28.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-29T21:00:00
Google Trends,GLOBAL,travel cosmetic bag,keyword,2026-03-29,17.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-29T21:00:00
Google Trends,GLOBAL,insulated lunch bag,keyword,2026-03-29,22.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-29T22:00:00
Google Trends,GLOBAL,travel cosmetic bag,keyword,2026-03-29,22.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-29T22:00:00
Google Trends,GLOBAL,insulated lunch bag,keyword,2026-03-29,22.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-29T23:00:00
Google Trends,GLOBAL,travel cosmetic bag,keyword,2026-03-29,26.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-29T23:00:00
Google Trends,GLOBAL,insulated lunch bag,keyword,2026-03-30,36.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-30T00:00:00
Google Trends,GLOBAL,travel cosmetic bag,keyword,2026-03-30,18.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-30T00:00:00
Google Trends,GLOBAL,insulated lunch bag,keyword,2026-03-30,23.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-30T01:00:00
Google Trends,GLOBAL,travel cosmetic bag,keyword,2026-03-30,24.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-30T01:00:00
Google Trends,GLOBAL,insulated lunch bag,keyword,2026-03-30,27.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-30T02:00:00
Google Trends,GLOBAL,travel cosmetic bag,keyword,2026-03-30,25.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-30T02:00:00
Google Trends,GLOBAL,insulated lunch bag,keyword,2026-03-30,22.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-30T03:00:00
Google Trends,GLOBAL,travel cosmetic bag,keyword,2026-03-30,34.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-30T03:00:00
Google Trends,GLOBAL,insulated lunch bag,keyword,2026-03-30,29.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-30T04:00:00
Google Trends,GLOBAL,travel cosmetic bag,keyword,2026-03-30,34.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-30T04:00:00
Google Trends,GLOBAL,insulated lunch bag,keyword,2026-03-30,16.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-30T05:00:00
Google Trends,GLOBAL,travel cosmetic bag,keyword,2026-03-30,31.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-30T05:00:00
Google Trends,GLOBAL,insulated lunch bag,keyword,2026-03-30,16.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-30T06:00:00
Google Trends,GLOBAL,travel cosmetic bag,keyword,2026-03-30,35.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-30T06:00:00
Google Trends,GLOBAL,insulated lunch bag,keyword,2026-03-30,15.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-30T07:00:00
Google Trends,GLOBAL,travel cosmetic bag,keyword,2026-03-30,33.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-30T07:00:00
Google Trends,GLOBAL,insulated lunch bag,keyword,2026-03-30,11.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-30T08:00:00
Google Trends,GLOBAL,travel cosmetic bag,keyword,2026-03-30,32.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-30T08:00:00
Google Trends,GLOBAL,insulated lunch bag,keyword,2026-03-30,9.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-30T09:00:00
Google Trends,GLOBAL,travel cosmetic bag,keyword,2026-03-30,33.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-30T09:00:00
Google Trends,GLOBAL,insulated lunch bag,keyword,2026-03-30,8.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-30T10:00:00
Google Trends,GLOBAL,travel cosmetic bag,keyword,2026-03-30,28.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-30T10:00:00
Google Trends,GLOBAL,insulated lunch bag,keyword,2026-03-30,16.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-30T11:00:00
Google Trends,GLOBAL,travel cosmetic bag,keyword,2026-03-30,25.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-30T11:00:00
Google Trends,GLOBAL,insulated lunch bag,keyword,2026-03-30,11.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-30T12:00:00
Google Trends,GLOBAL,travel cosmetic bag,keyword,2026-03-30,24.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-30T12:00:00
Google Trends,GLOBAL,insulated lunch bag,keyword,2026-03-30,10.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-30T13:00:00
Google Trends,GLOBAL,travel cosmetic bag,keyword,2026-03-30,22.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-30T13:00:00
Google Trends,GLOBAL,insulated lunch bag,keyword,2026-03-30,9.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-30T14:00:00
Google Trends,GLOBAL,travel cosmetic bag,keyword,2026-03-30,17.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-30T14:00:00
Google Trends,GLOBAL,insulated lunch bag,keyword,2026-03-30,13.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-30T15:00:00
Google Trends,GLOBAL,travel cosmetic bag,keyword,2026-03-30,17.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-30T15:00:00
Google Trends,GLOBAL,insulated lunch bag,keyword,2026-03-30,15.0,,,,Search Trend,,,,2026-04-03 09:28:32,https://trends.google.com,False,2026-03-30T16:00:00
